County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,Population,Insured_rate,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,State,Regions,Insured_rate_EqWidth,Ave_Payment_EqWidth,Pop_EqWidth
"columbiana, oh",73141.0,72277.0,74005.0,9918.0,9054.0,10782.0,83059.0,0.880982420220174,18623.708333333336,20574.875,22721.625,oh,midwest,Fair,Expensive,Medium
"columbus, nc",36311.0,35668.0,36954.0,7970.5,7327.5,8613.5,44281.5,0.8203921998277507,18059.75,20133.25,22418.25,nc,southeast,Very_Low,Moderate,Small
"comal, tx",83059.0,81718.0,84400.0,18357.0,17016.0,19698.0,101416.0,0.8181028014417574,19486.0,21989.0,24749.666666666668,tx,southwest,Very_Low,Expensive,Medium
"comanche, ok",84700.0,83400.5,85999.5,16266.0,14966.5,17565.5,100966.0,0.8390410068431537,18182.583333333336,19720.708333333336,21410.916666666664,ok,southwest,Low,Moderate,Medium
"concordia, la",12689.0,12411.0,12967.0,3048.5,2770.5,3326.5,15737.5,0.8067397709477215,16326.5,18521.0,20802.5,la,southeast,Very_Low,Cheap,Very_Small
"conecuh, al",8465.0,8299.0,8631.0,1678.0,1512.0,1844.0,10143.0,0.8349356626906228,12998.5,14449.0,15972.0,al,southeast,Low,Very_Cheap,Very_Small
"conejos, co",5628.0,5525.5,5730.5,1061.0,958.5,1163.5,6689.0,0.8423096661994274,16176.0,19183.0,22371.0,co,west,Low,Moderate,Very_Small
"converse, wy",10742.5,10587.5,10897.5,1503.5,1348.5,1658.5,12246.0,0.8772844852454755,17557.5,19629.0,21805.0,wy,west,Fair,Moderate,Very_Small
"conway, ar",14561.0,14309.0,14813.0,2562.0,2310.0,2814.0,17123.0,0.8507396466864967,13632.5,15434.0,17344.5,ar,southeast,Low,Very_Cheap,Very_Small
"cook, ga",11398.0,11139.5,11656.5,3110.0,2851.5,3368.5,14508.0,0.7857786622492505,11875.0,13985.0,16156.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"cooke, tx",24504.5,23970.5,25038.5,7108.5,6574.5,7642.5,31613.0,0.7749125666655712,15206.0,17313.5,19633.5,tx,southwest,Very_Low,Cheap,Very_Small
"cooper, mo",11554.5,11380.0,11729.0,1784.5,1610.0,1959.0,13339.0,0.8663702796043014,12072.5,13999.5,16121.5,mo,midwest,Fair,Very_Cheap,Very_Small
"coos, nh",20788.5,20486.5,21090.5,3126.0,2824.0,3428.0,23914.5,0.8701716850025436,16208.833333333334,18440.88888888889,20859.472222222223,nh,northeast,Fair,Cheap,Very_Small
"coos, or",40353.5,39748.5,40958.5,6480.5,5875.5,7085.5,46834.0,0.8619641022386255,14932.416666666666,16599.972222222223,18355.44444444444,or,west,Low,Very_Cheap,Small
"copiah, ms",19586.5,19185.5,19987.5,4288.5,3887.5,4689.5,23875.0,0.8206067667136114,14379.0,16535.0,18936.5,ms,southeast,Very_Low,Very_Cheap,Very_Small
"cortland, ny",35435.0,35121.0,35749.0,2728.0,2414.0,3042.0,38163.0,0.9287578563980499,15494.666666666666,17111.333333333332,18933.333333333332,ny,northeast,High,Cheap,Very_Small
"coryell, tx",48131.5,47259.5,49003.5,9740.5,8868.5,10612.5,57872.0,0.8320155633004211,14820.0,16654.0,18424.0,tx,southwest,Low,Very_Cheap,Small
"coshocton, oh",26089.5,25725.0,26454.0,3822.5,3458.0,4187.0,29912.0,0.8725144331771264,14660.0,16201.0,17841.5,oh,midwest,Fair,Very_Cheap,Very_Small
"cottonwood, mn",8168.5,8090.0,8247.0,716.0,637.5,794.5,8884.5,0.9195436742721588,15003.0,18236.0,21254.0,mn,midwest,High,Cheap,Very_Small
"covington, al",25748.5,25335.0,26162.0,4412.5,3999.0,4826.0,30161.0,0.8538142618924127,16130.708333333332,17922.958333333336,19806.75,al,southeast,Low,Cheap,Very_Small
"covington, ms",12919.5,12615.0,13224.0,3202.0,2897.5,3506.5,16121.5,0.8014274704094304,14173.0,16347.0,18336.0,ms,southeast,Very_Low,Very_Cheap,Very_Small
"coweta, ga",101056.0,99702.0,102410.0,17348.0,15994.0,18702.0,118404.0,0.8531382670529479,17673.0,19038.25,20530.25,ga,southeast,Low,Moderate,Large
"cowley, ks",24518.0,24158.5,24877.5,3763.0,3403.5,4122.5,28281.0,0.8672063925783229,13153.75,15028.5,17101.5,ks,midwest,Fair,Very_Cheap,Very_Small
"cowlitz, wa",72993.5,72055.0,73932.0,10464.0,9525.5,11402.5,83457.5,0.874620721718645,16600.75,17779.0,19030.5,wa,west,Fair,Cheap,Medium
"craighead, ar",73739.0,72631.0,74847.0,12674.5,11566.5,13782.5,86413.5,0.8528814191413001,19444.5,20511.875,21656.25,ar,southeast,Low,Expensive,Medium
"craven, nc",69798.0,68752.0,70844.0,11754.5,10708.5,12800.5,81552.5,0.8561623909634087,17306.75,18104.5,18944.25,nc,southeast,Low,Cheap,Medium
"crawford, ar",43428.0,42700.0,44156.0,8502.5,7774.5,9230.5,51930.5,0.836493231390858,13456.0,15596.5,17967.0,ar,southeast,Low,Very_Cheap,Small
"crawford, ia",12202.5,12003.0,12402.0,2053.0,1853.5,2252.5,14255.5,0.8562430671765315,14196.0,16211.0,18395.5,ia,midwest,Low,Very_Cheap,Very_Small
"crawford, il",13364.0,13229.5,13498.5,1258.0,1123.5,1392.5,14622.0,0.9141955145792547,14984.0,16938.0,19121.333333333332,il,midwest,High,Cheap,Very_Small
"crawford, ks",27699.0,27250.0,28148.0,4379.5,3930.5,4828.5,32078.5,0.8636055525705433,16367.875,18416.125,20657.375,ks,midwest,Low,Cheap,Very_Small
"crawford, mi",9331.0,9211.5,9450.5,1160.0,1040.5,1279.5,10491.0,0.889895875368327,17585.5,19165.5,20894.75,mi,midwest,Fair,Moderate,Very_Small
"crawford, mo",16700.5,16399.5,17001.5,3261.0,2960.0,3562.0,19961.5,0.8367396681648227,14252.0,16078.0,18010.0,mo,midwest,Low,Very_Cheap,Very_Small
"crawford, oh",30386.5,30032.0,30741.0,3639.5,3285.0,3994.0,34026.0,0.8933998074510958,16852.333333333336,18789.0,20864.0,oh,midwest,Fair,Moderate,Very_Small
"crawford, pa",59735.0,59067.5,60402.5,7979.5,7312.0,8647.0,67714.5,0.8824200408516282,16400.875,18186.75,20088.5,pa,northeast,Fair,Cheap,Small
"crawford, wi",11258.0,11144.5,11371.5,1073.0,959.5,1186.5,12331.0,0.9131948963837485,16546.333333333332,18711.0,21005.333333333332,wi,midwest,High,Moderate,Very_Small
"creek, ok",47890.5,47148.5,48632.5,10259.5,9517.5,11001.5,58150.0,0.8236136790628112,14300.5,16338.666666666666,18380.333333333332,ok,southwest,Very_Low,Very_Cheap,Small
"crenshaw, al",9763.5,9589.0,9938.0,1688.5,1514.0,1863.0,11452.0,0.8526744278976816,12746.0,14699.0,16713.0,al,southeast,Low,Very_Cheap,Very_Small
"crisp, ga",15625.5,15292.0,15959.0,3468.5,3135.0,3802.0,19094.0,0.8190915076936318,16038.333333333334,17947.333333333332,20090.666666666668,ga,southeast,Very_Low,Cheap,Very_Small
"crittenden, ky",6279.0,6177.0,6381.0,997.5,895.5,1099.5,7276.5,0.8633559291941797,13772.5,15404.0,17209.5,ky,southeast,Low,Very_Cheap,Very_Small
"crook, or",13852.0,13631.0,14073.0,2139.5,1918.5,2360.5,15991.5,0.8658927921294027,12380.0,14356.0,16499.0,or,west,Fair,Very_Cheap,Very_Small
"cross, ar",12282.0,12075.0,12489.0,2001.5,1794.5,2208.5,14283.5,0.8603159486653389,13455.0,15013.0,16816.5,ar,southeast,Low,Very_Cheap,Very_Small
"crow wing, mn",46000.5,45631.0,46370.0,3751.0,3381.5,4120.5,49751.5,0.9247756692940594,15962.125,17658.5,19442.083333333336,mn,midwest,High,Cheap,Small
"cullman, al",55506.0,54590.0,56422.0,10945.5,10029.5,11861.5,66451.5,0.8352236308758436,17629.0,18799.0,20023.25,al,southeast,Low,Moderate,Small
"culpeper, va",34874.5,34359.5,35389.5,5900.5,5385.5,6415.5,40775.0,0.8551626888106348,17926.0,19364.0,20933.5,va,southeast,Low,Moderate,Small
"cumberland, ky",4577.5,4497.5,4657.5,791.5,711.5,871.5,5369.0,0.8530809575749502,13778.5,15581.5,17536.0,ky,southeast,Low,Very_Cheap,Very_Small
"cumberland, nj",105760.5,104299.5,107221.5,19382.0,17921.0,20843.0,125142.5,0.8454555207326242,20272.0,21409.0,22662.0,nj,northeast,Low,Expensive,Large
"cumberland, tn",34144.5,33546.5,34742.5,6707.0,6109.0,7305.0,40851.5,0.8358706689217152,17817.25,19425.0,21162.125,tn,southeast,Low,Moderate,Small
"cuming, ne",6132.0,6038.0,6226.0,943.0,849.0,1037.0,7075.0,0.8666260270459454,16453.0,18459.0,20597.333333333332,ne,midwest,Fair,Cheap,Very_Small
"curry, nm",36288.0,35594.0,36982.0,6972.5,6278.5,7666.5,43260.5,0.8390320258046795,15122.333333333334,16469.666666666668,17907.333333333332,nm,southwest,Low,Very_Cheap,Small
"curry, or",13135.0,12908.5,13361.5,2186.5,1960.0,2413.0,15321.5,0.857914019351585,15004.5,17368.5,19823.0,or,west,Low,Cheap,Very_Small
"custer, mt",8100.5,7958.0,8243.0,1453.0,1310.5,1595.5,9553.5,0.8477738847307361,16382.0,18277.0,20317.666666666668,mt,west,Low,Cheap,Very_Small
"custer, ne",7322.0,7206.5,7437.5,1127.5,1012.0,1243.0,8449.5,0.8666183010342514,12764.25,14726.25,16823.0,ne,midwest,Fair,Very_Cheap,Very_Small
"custer, ok",19442.0,18993.5,19890.5,4995.5,4547.0,5444.0,24437.5,0.7954639465542572,13789.5,15575.0,17481.25,ok,southwest,Very_Low,Very_Cheap,Very_Small
"custer, sd",5316.5,5229.0,5404.0,843.5,756.0,931.0,6160.0,0.8632380615093032,12559.0,15247.0,18006.0,sd,midwest,Low,Very_Cheap,Very_Small
"dale, al",35903.5,35356.5,36450.5,5465.0,4918.0,6012.0,41368.5,0.8680509785196712,16971.333333333332,18950.333333333332,21107.666666666668,al,southeast,Fair,Moderate,Small
"dallas, al",30090.5,29594.0,30587.0,4620.5,4124.0,5117.0,34711.0,0.8671374756707397,16615.0,18255.666666666668,20024.333333333332,al,southeast,Fair,Cheap,Very_Small
"dallas, ar",5043.0,4955.0,5131.0,827.0,739.0,915.0,5870.0,0.8605899244873857,12382.0,14633.0,16812.0,ar,southeast,Low,Very_Cheap,Very_Small
"dallas, ia",65007.5,64599.0,65416.0,3774.0,3365.5,4182.5,68781.5,0.9446938022233735,14507.0,16996.0,19443.0,ia,midwest,Very_High,Cheap,Small
"danville city, va",28794.0,28347.5,29240.5,4471.5,4025.0,4918.0,33265.5,0.8659477896550101,18802.25,20071.0,21405.0,va,southeast,Fair,Moderate,Very_Small
"dare, nc",23649.5,23202.0,24097.0,5029.0,4581.5,5476.5,28678.5,0.8246556564265831,17005.5,18394.5,19818.5,nc,southeast,Very_Low,Cheap,Very_Small
"darke, oh",37786.5,37364.0,38209.0,4514.0,4091.5,4936.5,42300.5,0.8935015689031938,18468.75,20367.25,22457.0,oh,midwest,Fair,Moderate,Small
"darlington, sc",46783.5,46020.5,47546.5,8726.0,7963.0,9489.0,55509.5,0.8431159872693272,16330.875,18495.25,20752.75,sc,southeast,Low,Cheap,Small
"davidson, nc",114610.5,113003.5,116217.5,20958.5,19351.5,22565.5,135569.0,0.8454582819444232,16657.5,18420.666666666664,20279.333333333332,nc,southeast,Low,Cheap,Large
"daviess, in",22412.0,21949.5,22874.5,5170.0,4707.5,5632.5,27582.0,0.8124806232748492,18496.75,20921.5,23619.0,in,midwest,Very_Low,Expensive,Very_Small
"daviess, ky",73031.5,72269.5,73793.5,8034.0,7272.0,8796.0,81065.5,0.9007994270016716,19020.5,19965.0,20945.5,ky,southeast,Fair,Moderate,Medium
"davis, ia",6156.0,6044.5,6267.5,1028.0,916.5,1139.5,7184.0,0.8570030652572171,16945.666666666668,19330.666666666668,21905.333333333332,ia,midwest,Low,Moderate,Very_Small
"davison, sd",14138.5,13943.5,14333.5,1718.5,1523.5,1913.5,15857.0,0.8916401155916314,14862.333333333334,15970.0,17137.666666666668,sd,midwest,Fair,Very_Cheap,Very_Small
"dawes, ne",5658.5,5546.0,5771.0,964.0,851.5,1076.5,6622.5,0.8547262212180956,13492.5,15688.5,18078.0,ne,midwest,Low,Very_Cheap,Very_Small
"dawson, mt",6546.5,6442.0,6651.0,1033.0,928.5,1137.5,7579.5,0.8634505717852252,14993.333333333334,17329.0,19822.333333333332,mt,west,Low,Cheap,Very_Small
"dawson, ne",16522.5,16210.0,16835.0,3541.0,3228.5,3853.5,20063.5,0.8237829229389687,14983.333333333334,17652.666666666668,20366.333333333332,ne,midwest,Very_Low,Cheap,Very_Small
"dawson, tx",7294.0,7102.0,7486.0,2429.5,2237.5,2621.5,9723.5,0.7500381570460881,12395.0,14612.0,16698.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"day, sd",3474.0,3404.5,3543.5,680.0,610.5,749.5,4154.0,0.8362597628562884,13160.0,15370.0,17604.0,sd,midwest,Low,Very_Cheap,Very_Small
"de kalb, in",31367.0,30935.5,31798.5,4594.5,4163.0,5026.0,35961.5,0.8722550270942893,16519.333333333332,18299.0,20245.0,in,midwest,Fair,Cheap,Very_Small
"de soto, la",18631.5,18279.5,18983.5,3879.5,3527.5,4231.5,22511.0,0.8278237022570618,14737.5,16650.5,18626.5,la,southeast,Very_Low,Very_Cheap,Very_Small
"deaf smith, tx",12104.0,11753.5,12454.5,4498.5,4148.0,4849.0,16602.5,0.729309859085123,13875.5,16053.5,18477.5,tx,southwest,Very_Low,Very_Cheap,Very_Small
"dearborn, in",37150.5,36715.5,37585.5,4539.5,4104.5,4974.5,41690.0,0.8913419890463297,18677.5,20246.75,21974.75,in,midwest,Fair,Moderate,Small
"decatur, ga",17607.5,17231.0,17984.0,4539.5,4163.0,4916.0,22147.0,0.795352475503449,14689.0,16487.0,18378.333333333332,ga,southeast,Very_Low,Very_Cheap,Very_Small
"decatur, ia",5333.5,5260.0,5407.0,631.5,558.0,705.0,5965.0,0.8940616219952493,13510.0,16117.0,18830.0,ia,midwest,Fair,Very_Cheap,Very_Small
"decatur, in",19364.0,19084.5,19643.5,2828.0,2548.5,3107.5,22192.0,0.8725880342640069,17377.666666666668,19270.0,21304.666666666668,in,midwest,Fair,Moderate,Very_Small
"decatur, tn",7511.5,7371.0,7652.0,1434.5,1294.0,1575.0,8946.0,0.839740198671604,14340.0,15977.5,17752.0,tn,southeast,Low,Very_Cheap,Very_Small
"deer lodge, mt",5598.5,5484.5,5712.5,1134.0,1020.0,1248.0,6732.5,0.8322174102107351,15874.333333333334,17874.0,20011.0,mt,west,Low,Cheap,Very_Small
"defiance, oh",28134.5,27809.0,28460.0,3213.5,2888.0,3539.0,31348.0,0.8976677381067506,17208.44444444445,19365.88888888889,21631.11111111111,oh,midwest,Fair,Moderate,Very_Small
"dekalb, il",78282.0,77368.5,79195.5,8698.0,7784.5,9611.5,86980.0,0.9000820359595185,16196.375,17815.0,19621.125,il,midwest,Fair,Cheap,Medium
"dekalb, tn",12868.0,12611.5,13124.5,2760.0,2503.5,3016.5,15628.0,0.8235824968486217,13205.5,14791.5,16492.5,tn,southeast,Very_Low,Very_Cheap,Very_Small
"del norte, ca",17642.0,17393.5,17890.5,2551.5,2303.0,2800.0,20193.5,0.8743810982479455,15274.0,17007.666666666668,18863.666666666668,ca,west,Fair,Cheap,Very_Small
"delaware, ia",13141.0,13019.5,13262.5,1151.0,1029.5,1272.5,14292.0,0.9196274563237469,16205.666666666666,17839.333333333332,19550.666666666668,ia,midwest,High,Cheap,Very_Small
"delaware, in",78113.5,76956.0,79271.0,12438.0,11280.5,13595.5,90551.5,0.8628738463894754,18708.25,19575.75,20484.5,in,midwest,Low,Moderate,Medium
"delaware, ny",31101.5,30758.0,31445.0,3379.5,3036.0,3723.0,34481.0,0.9024792784975981,14418.166666666666,16921.833333333332,19497.666666666668,ny,northeast,High,Cheap,Very_Small
"delaware, oh",155627.0,154760.5,156493.5,9388.5,8522.0,10255.0,165015.5,0.9427117106680691,17599.666666666668,19498.333333333332,21548.0,oh,midwest,Very_High,Moderate,Very_Large
"delaware, ok",24103.5,23584.5,24622.5,7444.0,6925.0,7963.0,31547.5,0.7641557485281627,18159.25,20060.5,22080.25,ok,southwest,Very_Low,Moderate,Very_Small
"delta, co",18849.5,18508.0,19191.0,3773.5,3432.0,4115.0,22623.0,0.8343958559302145,15205.333333333334,16626.0,18186.333333333332,co,west,Low,Very_Cheap,Very_Small
"delta, mi",25567.0,25273.0,25861.0,2995.0,2701.0,3289.0,28562.0,0.8956142619341259,16084.333333333334,18078.666666666668,20316.666666666668,mi,midwest,Fair,Cheap,Very_Small
"dent, mo",10170.0,9968.5,10371.5,2234.5,2033.0,2436.0,12404.5,0.8201205861231269,12926.0,14452.5,16158.5,mo,midwest,Very_Low,Very_Cheap,Very_Small
"des moines, ia",29717.0,29448.0,29986.0,2422.0,2153.0,2691.0,32139.0,0.9248887082094752,17368.0,18493.25,19682.75,ia,midwest,High,Cheap,Very_Small
"deschutes, or",119948.0,118375.5,121520.5,18751.5,17179.0,20324.0,138699.5,0.8638910261057688,15904.333333333332,17131.375,18458.958333333336,or,west,Low,Cheap,Large
"desha, ar",8558.0,8402.5,8713.5,1494.5,1339.0,1650.0,10052.5,0.8526253722278483,12757.5,15070.5,17398.5,ar,southeast,Low,Very_Cheap,Very_Small
"desoto, ms",128687.0,127096.5,130277.5,20670.0,19079.5,22260.5,149357.0,0.8611685817667141,16492.5,17950.166666666664,19469.416666666664,ms,southeast,Low,Cheap,Large
"deuel, sd",2992.0,2947.5,3036.5,416.5,372.0,461.0,3408.5,0.877798277823971,15541.0,18575.0,21751.0,sd,midwest,Fair,Cheap,Very_Small
"dewey, ok",3213.5,3147.5,3279.5,723.5,657.5,789.5,3937.0,0.8156960388607349,15087.0,18018.0,20935.0,ok,southwest,Very_Low,Cheap,Very_Small
"dickey, nd",3433.5,3381.0,3486.0,481.0,428.5,533.5,3914.5,0.877221475271418,14780.0,17115.5,19620.5,nd,midwest,Fair,Cheap,Very_Small
"dickinson, ia",12018.5,11917.0,12120.0,897.5,796.0,999.0,12916.0,0.930579916979337,14971.333333333334,16573.0,18295.0,ia,midwest,High,Very_Cheap,Very_Small
"dickinson, ks",13928.0,13737.0,14119.0,1787.0,1596.0,1978.0,15715.0,0.8865218238710662,14929.5,17039.5,19322.0,ks,midwest,Fair,Cheap,Very_Small
"dickinson, mi",18610.5,18407.5,18813.5,1925.5,1722.5,2128.5,20536.0,0.9065722064804125,17998.25,19517.0,21204.5,mi,midwest,High,Moderate,Very_Small
"dickson, tn",36881.0,36323.0,37439.0,5996.5,5438.5,6554.5,42877.5,0.8599829414994198,18884.25,20709.0,22668.75,tn,southeast,Low,Expensive,Small
"dillon, sc",21333.5,20900.5,21766.5,4886.0,4453.0,5319.0,26219.5,0.813899963194615,15800.0,17892.333333333332,20275.333333333332,sc,southeast,Very_Low,Cheap,Very_Small
"dimmit, tx",7323.0,7153.5,7492.5,1945.0,1775.5,2114.5,9268.0,0.7901407964855287,12126.0,13982.0,15903.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"dodge, ga",13254.5,12984.0,13525.0,2999.5,2729.0,3270.0,16254.0,0.8157764720954702,13317.0,15191.5,17128.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"dodge, ne",25216.0,24876.0,25556.0,3572.5,3232.5,3912.5,28788.5,0.8759132612898805,18410.5,20207.5,22148.75,ne,midwest,Fair,Moderate,Very_Small
"dodge, wi",63791.0,63335.5,64246.5,4834.5,4379.0,5290.0,68625.5,0.9296039980649048,15297.055555555557,16938.88888888889,18750.05555555556,wi,midwest,High,Cheap,Small
"door, wi",18349.5,18168.5,18530.5,1848.5,1667.5,2029.5,20198.0,0.9089341275764258,15423.666666666666,16970.0,18630.666666666668,wi,midwest,High,Cheap,Very_Small
"dougherty, ga",62234.5,61047.5,63421.5,14275.0,13088.0,15462.0,76509.5,0.81378028473629,18858.75,19940.0,21108.25,ga,southeast,Very_Low,Moderate,Medium
"douglas, ga",100775.0,99070.0,102480.0,22324.0,20619.0,24029.0,123099.0,0.8182826523081779,17504.0,18946.0,20493.75,ga,southeast,Very_Low,Moderate,Large
"douglas, ks",84303.0,83074.0,85532.0,11722.5,10493.5,12951.5,96025.5,0.8775344293177378,17669.5,18937.75,20321.75,ks,midwest,Fair,Moderate,Medium
"douglas, mn",26908.0,26724.5,27091.5,1733.5,1550.0,1917.0,28641.5,0.9394586816392848,16741.666666666668,18257.333333333332,19845.0,mn,midwest,Very_High,Cheap,Very_Small
"douglas, nv",29747.5,29232.0,30263.0,5721.0,5205.5,6236.5,35468.5,0.8388586329593413,15401.666666666666,17174.333333333332,19158.0,nv,west,Low,Cheap,Very_Small
"douglas, or",70761.5,69841.5,71681.5,10383.5,9463.5,11303.5,81145.0,0.8724223204656746,15448.75,17343.0,19208.0,or,west,Fair,Cheap,Medium
"douglas, sd",1924.5,1890.5,1958.5,318.0,284.0,352.0,2242.5,0.858317768235427,13687.0,16260.0,18932.0,sd,midwest,Low,Very_Cheap,Very_Small
"douglas, wi",32498.0,32182.5,32813.5,3024.0,2708.5,3339.5,35522.0,0.915120201924946,10745.0,13099.0,15327.0,wi,midwest,High,Very_Cheap,Very_Small
"drew, ar",12833.5,12598.0,13069.0,2090.5,1855.0,2326.0,14924.0,0.8601119252873564,14530.0,15936.0,17393.0,ar,southeast,Low,Very_Cheap,Very_Small
"dubois, in",31072.5,30667.5,31477.5,4222.5,3817.5,4627.5,35295.0,0.8804070983845069,18231.25,19396.0,20575.25,in,midwest,Fair,Moderate,Very_Small
"dubuque, ia",72918.0,72406.5,73429.5,4876.0,4364.5,5387.5,77794.0,0.9372741259706687,18596.625,20060.875,21640.25,ia,midwest,High,Moderate,Medium
"duchesne, ut",15081.5,14790.5,15372.5,3039.5,2748.5,3330.5,18121.0,0.8323059529658012,14816.666666666666,16881.666666666668,19192.0,ut,west,Low,Cheap,Very_Small
"dukes, ma",13060.5,12968.5,13152.5,691.5,599.5,783.5,13752.0,0.9498250383752533,16654.666666666668,18294.0,20029.333333333332,ma,northeast,Very_High,Cheap,Very_Small
"dundy, ne",1197.5,1171.5,1223.5,242.5,216.5,268.5,1440.0,0.833104144701412,15236.0,17803.0,20178.0,ne,midwest,Low,Cheap,Very_Small
"dunklin, mo",21356.5,20999.0,21714.0,4128.0,3770.5,4485.5,25484.5,0.8382571977271933,18019.333333333332,19967.333333333332,22164.333333333332,mo,midwest,Low,Moderate,Very_Small
"dunn, wi",32023.0,31697.0,32349.0,2867.5,2541.5,3193.5,34890.5,0.9178841221806542,15010.333333333334,16753.0,18576.666666666668,wi,midwest,High,Very_Cheap,Very_Small
"duplin, nc",37923.5,37043.5,38803.5,11829.0,10949.0,12709.0,49752.5,0.7625942418545184,15870.0,17757.333333333332,19797.666666666668,nc,southeast,Very_Low,Cheap,Small
"dyer, tn",27634.0,27235.0,28033.0,3818.0,3419.0,4217.0,31452.0,0.8787970072384234,18077.333333333332,19729.666666666668,21487.333333333332,tn,southeast,Fair,Moderate,Very_Small
"eagle, co",39691.0,38894.0,40488.0,8820.0,8023.0,9617.0,48511.0,0.8179955673697203,17861.5,20140.5,22452.5,co,west,Very_Low,Moderate,Small
"early, ga",7016.5,6876.5,7156.5,1500.0,1360.0,1640.0,8516.5,0.8241399633040052,16154.0,18834.0,21653.0,ga,southeast,Very_Low,Moderate,Very_Small
"east carroll, la",4422.5,4328.5,4516.5,931.5,837.5,1025.5,5354.0,0.8268265169269899,11835.0,13768.0,15892.5,la,southeast,Very_Low,Very_Cheap,Very_Small
"eastland, tx",10374.5,10104.5,10644.5,3350.0,3080.0,3620.0,13724.5,0.7561282202167141,14642.0,16472.5,18426.5,tx,southwest,Very_Low,Very_Cheap,Very_Small
"eaton, mi",82598.5,81931.5,83265.5,7019.5,6352.5,7686.5,89618.0,0.9217456488221143,13760.083333333332,15778.0,17991.916666666664,mi,midwest,High,Very_Cheap,Medium
"eau claire, wi",76616.5,75889.0,77344.0,6678.0,5950.5,7405.5,83294.5,0.9198315815880729,19131.583333333332,20164.416666666668,21248.583333333332,wi,midwest,High,Moderate,Medium
"eddy, nm",41372.5,40721.5,42023.5,6840.0,6189.0,7491.0,48212.5,0.857504004188608,15997.916666666668,17697.583333333336,19480.916666666664,nm,southwest,Low,Cheap,Small
"edgar, il",12833.5,12692.0,12975.0,1317.0,1175.5,1458.5,14150.5,0.9072581711397011,15517.666666666666,17480.666666666668,19600.666666666668,il,midwest,High,Cheap,Very_Small
"edgecombe, nc",38121.5,37496.0,38747.0,6585.0,5959.5,7210.5,44706.5,0.8532999061766939,19044.0,20865.25,22848.0,nc,southeast,Low,Expensive,Small
"edgefield, sc",16511.5,16225.5,16797.5,3004.5,2718.5,3290.5,19516.0,0.8461625387400618,14811.0,17815.0,20838.0,sc,southeast,Low,Cheap,Very_Small
"effingham, ga",42220.5,41586.0,42855.0,7196.0,6561.5,7830.5,49416.5,0.8539304280235439,14331.0,16720.0,19058.0,ga,southeast,Low,Very_Cheap,Small
"effingham, il",26368.5,26144.0,26593.0,2115.0,1890.5,2339.5,28483.5,0.9258682002362499,16829.75,18044.75,19336.5,il,midwest,High,Cheap,Very_Small
"el dorado, ca",134553.5,133309.0,135798.0,14561.0,13316.5,15805.5,149114.5,0.9023269911602245,15862.083333333332,17162.208333333332,18571.416666666664,ca,west,High,Cheap,Large
"elbert, ga",12597.0,12326.5,12867.5,3059.5,2789.0,3330.0,15656.5,0.804857285184049,13215.0,14841.0,16541.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"elk, pa",22745.5,22543.5,22947.5,1943.5,1741.5,2145.5,24689.0,0.9215716096985007,17175.0,18866.75,20774.5,pa,northeast,High,Moderate,Very_Small
"elko, nv",39068.0,38380.5,39755.5,7475.0,6787.5,8162.5,46543.0,0.8395698418914488,17058.75,18947.0,21046.5,nv,west,Low,Moderate,Small
"ellis, ks",21619.0,21301.5,21936.5,2596.0,2278.5,2913.5,24215.0,0.8928382875456045,19393.75,20723.5,22147.75,ks,midwest,Fair,Expensive,Very_Small
"ellis, ok",2825.5,2775.5,2875.5,523.5,473.5,573.5,3349.0,0.8435470847251854,12672.5,15010.5,17564.0,ok,southwest,Low,Very_Cheap,Very_Small
"ellsworth, ks",3794.5,3745.5,3843.5,440.5,391.5,489.5,4235.0,0.8960982006604612,15193.5,17148.0,19240.5,ks,midwest,Fair,Cheap,Very_Small
"elmore, al",57728.0,57035.5,58420.5,6995.0,6302.5,7687.5,64723.0,0.8919182882868157,13744.25,15682.25,17769.0,al,southeast,Fair,Very_Cheap,Small
"elmore, id",18220.5,17828.5,18612.5,3919.5,3527.5,4311.5,22140.0,0.8234688015727201,14666.0,16787.0,18863.0,id,west,Very_Low,Very_Cheap,Very_Small
"emanuel, ga",14848.5,14534.5,15162.5,3550.0,3236.0,3864.0,18398.5,0.8073711322790345,14644.5,16503.0,18399.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"emmet, ia",6786.5,6692.0,6881.0,863.5,769.0,958.0,7650.0,0.8876012959911119,18073.333333333332,20100.333333333332,22214.666666666668,ia,midwest,Fair,Moderate,Very_Small
"emmet, mi",23479.0,23195.0,23763.0,2923.0,2639.0,3207.0,26402.0,0.889566034306066,17159.25,18110.5,19111.25,mi,midwest,Fair,Cheap,Very_Small
"emmons, nd",2084.0,2042.5,2125.5,394.0,352.5,435.5,2478.0,0.8412738430268918,13447.0,16125.0,18813.0,nd,midwest,Low,Very_Cheap,Very_Small
